complaint_id,date_received,product,issue,regulation,company,company_size,state,submitted_via,consumer_consent,narrative,disputed_amount,company_response,timely_response,consumer_disputed
C3104187,2021-08-15,Debt collection,Communication tactics,FDCPA,PACIFIC UNION BANCORP,large,MI,Phone,Consent provided,this debt belongs to somebody else with a similar name. I was transferred between 4 departments. I have sent documents twice and they say they never arrived. I filed this complaint because the company stopped responding. they contacted me at work after I told them to stop.,,Closed without relief,Yes,No
C3104207,2021-08-15,Checking or savings account,Problem with a lender or other company charging your account,REG_E,MERIDIAN NATIONAL BANK,large,PA,Web,Consent provided,the amount taken was more than I authorised. the representative put me on hold for over an hour. I received a letter that did not address what I asked. the company says it is following its policy but will not show me the policy. a company debited my account after I revoked authorisation. the promotional rate ended earlier than I was told.,41.26,Closed with monetary relief,Yes,Yes
C3104592,2021-08-15,Credit card,Problem with a purchase shown on your statement,REG_Z,SUMMIT CARD SERVICES,mid,PA,Web,Consent provided,I was billed twice for the same purchase. the online portal does not show the case at all. this is causing me real financial hardship. I asked for a supervisor and was refused.,103.21,Closed with monetary relief,Yes,No
C3105595,2021-08-15,Debt collection,Communication tactics,FDCPA,ATLAS FINANCIAL GROUP,large,FL,Web,Consent provided,the company acknowledged the problem on the phone but not in writing. I am asking the regulator to look at this. they could not produce validation of the debt. the caller threatened action they could not take.,,Closed with non-monetary relief,Yes,No
C3106643,2021-08-15,"Money transfer, virtual currency, or money service",Money was not available when promised,REG_E,CROWN SAVINGS & TRUST,large,NY,Web,Consent provided,I have disputed this 8 times now. I am a customer of 8 years and this is how I am treated. the recipient never got the funds and I was not refunded. I am asking the regulator to look at this. the card was locked and nobody could tell me why.,109.47,Closed with monetary relief,Yes,No
C3107472,2021-08-15,Debt collection,Attempts to collect debt not owed,FDCPA,HARBOR CREDIT UNION,mid,NJ,Web,Consent provided,this debt belongs to somebody else with a similar name. I am asking the regulator to look at this. this is causing me real financial hardship. the collector is chasing a debt that was already paid.,,Closed with monetary relief,Yes,No
C3103472,2021-08-16,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,ATLAS FINANCIAL GROUP,large,OH,Phone,Consent provided,I filed this complaint because the company stopped responding. I am attaching the statement showing the entry. provisional credit was never applied while the investigation ran.,47.96,Closed with monetary relief,Yes,No
C3103815,2021-08-16,Checking or savings account,Closing an account,REG_E,BLUE RIDGE COLLECTIONS,mid,OH,Web,Consent provided,I want an explanation of how the amount was calculated. the representative put me on hold for over an hour. the fee involved was $65.21. the account was closed while a dispute was still open. the online portal does not show the case at all.,65.21,Closed with non-monetary relief,Yes,No
C3104041,2021-08-16,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,ATLAS FINANCIAL GROUP,large,NJ,Web,Consent provided,the same error came back after it was deleted. the online portal does not show the case at all. I asked for a supervisor and was refused.,,Closed with non-monetary relief,Yes,No
C3106020,2021-08-16,Credit reporting,Incorrect information on your report,FCRA,MERIDIAN NATIONAL BANK,large,NY,Referral,Consent provided,I received a form letter saying the item was verified. I contacted the company on 2021-07-24 and got nowhere. an account on my credit report is not mine. this has been going on since 2021-07-24. the company says it is following its policy but will not show me the policy. I have disputed this 7 times now. the account was paid but reports as charged off.,,Closed with non-monetary relief,Yes,No
C3106195,2021-08-16,Credit card,"Other features, terms, or problems",REG_Z,CROWN SAVINGS & TRUST,large,NY,Fax,Consent provided,my credit limit was cut with no explanation. the promotional rate ended earlier than I was told. this has been going on since 2021-06-16. I have called 5 times about this.,14.18,Closed without relief,Yes,Yes
C3106807,2021-08-16,Credit card,Problem with a purchase shown on your statement,REG_Z,MERIDIAN NATIONAL BANK,large,AZ,Fax,Consent provided,the company says it is following its policy but will not show me the policy. the terms of my account changed without notice. I asked for a supervisor and was refused. I am asking the regulator to look at this. I am attaching the statement showing the entry. the merchant billed me for goods that never arrived.,280.51,Closed with monetary relief,Yes,No
C3102783,2021-08-17,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,VERITY DATA SOLUTIONS,small,OH,Phone,Consent provided,the online portal does not show the case at all. I am asking the regulator to look at this. there are charges on my account I did not authorize. I want this resolved before it affects my credit.,28.5,Untimely response,No,Yes
C3106169,2021-08-17,Debt collection,Attempts to collect debt not owed,FDCPA,ATLAS FINANCIAL GROUP,large,CA,Web,Consent provided,I was transferred between 3 departments. I have called 3 times about this. the company closed my case without telling me.,,Closed with explanation,Yes,No
C3106942,2021-08-17,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,MERIDIAN NATIONAL BANK,large,CA,Web,Consent provided,I contacted the company on 2021-06-25 and got nowhere. the amount taken was more than I authorised. I have sent documents twice and they say they never arrived. I reported the scam the same day and the funds were already gone.,25.13,Closed with explanation,Yes,Yes
C3108394,2021-08-17,Credit reporting,Incorrect information on your report,FCRA,ATLAS FINANCIAL GROUP,large,OH,Phone,Consent provided,the account was paid but reports as charged off. the amount involved is $174.36. I am asking for $174.36 to be returned to me. the balance being reported is wrong. the online portal does not show the case at all. I asked for a supervisor and was refused.,,Closed with non-monetary relief,Yes,No
C3101201,2021-08-18,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,MERIDIAN NATIONAL BANK,large,NJ,Web,Consent provided,I filed this complaint because the company stopped responding. I have sent documents twice and they say they never arrived. there are charges on my account I did not authorize. the company closed my case without telling me. someone used my debit card without my permission.,94.75,Closed with monetary relief,Yes,No
C3101324,2021-08-18,Prepaid card,Trouble using your card,REG_E,CROWN SAVINGS & TRUST,large,WA,Web,Consent provided,my account has been affected since 2021-05-23. the card was locked and nobody could tell me why. the replacement card never arrived. I am asking for $322.65 to be returned to me. the company acknowledged the problem on the phone but not in writing. I have disputed this 7 times now.,322.65,Closed without relief,Yes,No
C3101964,2021-08-18,Debt collection,Attempts to collect debt not owed,FDCPA,NORTHSTAR RECOVERY LLC,small,NJ,Web,Consent provided,this has been going on since 2021-07-20. I asked for a supervisor and was refused. they could not produce validation of the debt. this debt belongs to somebody else with a similar name. the representative put me on hold for over an hour.,,Closed with monetary relief,Yes,No
C3102732,2021-08-18,Credit card,Getting a credit card,REG_Z,ATLAS FINANCIAL GROUP,large,IL,Web,Consent provided,I contacted the company on 2021-08-12 and got nowhere. the approval terms are not the terms that were advertised. the company acknowledged the problem on the phone but not in writing. I am asking for $686.21 to be returned to me.,686.21,Closed with monetary relief,Yes,No
C3104951,2021-08-18,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,ATLAS FINANCIAL GROUP,large,AZ,Web,Consent provided,I need this corrected in writing. there are charges on my account I did not authorize. someone used my debit card without my permission. I contacted the company on 2021-05-20 and got nowhere.,135.06,Closed with explanation,Yes,Yes
