application_id,month,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,credit_risk_score,email_is_free,phone_home_valid,phone_mobile_valid,has_other_cards,proposed_credit_limit,foreign_request,session_length_in_minutes,device_distinct_emails_8w,device_fraud_count,keep_alive_session,bank_months_count,fraud_bool
A703296,1,0.49,0.842,96,120,70,3.031,11.81,560,1025.7,5092.6,5583.7,34,21,192,0,0,1,0,2000,0,7.94,1,0,1,22,0
A703297,1,0.59,0.11,48,120,30,4.337,27.12,2060,696.6,2307.1,2139.0,2111,15,67,0,0,1,0,2000,0,0.1,3,0,1,22,0
A703298,1,0.74,0.488,-1,-1,20,0.017,29.83,1459,6686.1,31376.8,36307.8,1422,21,203,1,0,1,0,500,0,3.59,5,1,0,3,0
A703299,1,0.33,0.871,-1,3,20,0.111,6.29,2121,4234.5,18317.9,14377.9,1600,10,151,1,1,1,0,500,0,2.3,5,0,1,31,0
A703300,1,0.42,0.036,-1,3,20,0.553,21.64,4689,4860.1,14909.4,18960.8,687,40,2,0,1,1,0,1000,0,9.81,2,0,1,-1,0
A703301,1,0.91,0.43,12,-1,50,1.77,-1.0,3047,3067.1,10477.9,10757.9,746,20,249,1,0,1,0,2000,0,11.82,1,0,0,-1,0
A703302,1,0.56,0.089,-1,36,30,3.364,8.98,1088,2758.1,9417.8,11594.3,2193,20,135,0,1,1,0,500,0,4.94,1,0,0,22,0
A703303,1,0.76,0.661,12,18,30,17.213,-1.0,4035,7678.8,41233.1,46658.9,1051,1,145,1,0,0,0,200,0,0.1,1,0,0,-1,0
A703304,1,0.63,0.545,24,72,40,3.429,8.9,3533,2754.8,14919.2,17183.3,2123,23,167,0,1,1,0,2000,0,8.01,3,0,0,3,0
A703305,1,0.87,0.293,12,9,60,3.223,11.84,2194,3958.2,18862.4,19164.5,650,8,138,0,0,1,0,1000,1,0.87,1,0,1,22,0
A703306,1,0.58,0.999,96,-1,40,1.791,-1.0,1508,2407.4,13140.7,14883.8,470,3,111,1,1,1,1,2000,0,6.76,1,0,1,-1,0
A703307,1,0.96,0.582,-1,36,20,4.475,11.88,2848,8290.8,36309.0,32263.9,2254,14,102,1,0,0,0,1000,0,11.74,1,0,1,3,0
A703308,1,0.99,0.375,24,36,10,0.507,9.19,3961,2751.4,13442.2,14085.5,268,19,121,1,0,1,1,200,1,2.45,1,0,0,-1,0
A703309,1,0.53,0.884,12,3,30,6.551,-1.0,1171,2823.7,12840.5,10891.4,1915,3,233,0,0,1,0,500,0,2.55,1,0,1,8,0
A703310,1,0.71,0.058,24,120,50,1.677,32.65,1144,8552.6,26716.2,34869.5,370,36,129,0,1,0,0,1500,0,5.58,1,0,1,14,0
A703311,1,0.31,0.156,96,-1,40,2.081,9.28,3555,955.8,3097.0,2578.4,667,25,137,1,0,1,0,200,0,9.95,2,0,0,31,0
A703312,1,0.74,0.033,-1,9,30,6.001,3.39,1883,4883.1,21758.6,18587.6,1238,16,214,1,0,0,0,2000,0,8.04,1,0,1,22,0
A703313,1,0.34,0.013,96,36,20,1.804,0.83,5422,4737.2,19711.8,22196.9,813,1,96,1,1,1,1,200,0,7.61,5,0,1,-1,0
A703314,1,0.51,0.001,6,3,20,1.893,10.01,4849,2110.2,7560.2,7432.2,1661,23,122,1,1,0,0,1000,0,11.31,1,0,1,3,0
A703315,1,0.52,0.155,48,3,40,2.624,21.96,3566,3866.6,13925.5,13635.1,50,3,251,1,0,1,0,1000,0,8.34,3,0,1,-1,0
A703316,1,0.34,0.778,48,120,20,2.289,16.42,1224,7211.8,28522.2,30461.7,2387,17,118,1,0,1,0,1500,0,8.92,1,0,1,8,0
A703317,1,0.6,0.621,6,36,10,4.156,16.31,3692,7326.9,36248.7,48741.8,1017,27,81,1,1,0,0,2000,0,6.58,1,0,0,22,0
A703318,1,0.72,0.595,96,3,60,0.181,11.75,3460,3692.8,12340.4,9090.0,1638,22,258,0,0,1,0,1500,0,6.86,1,0,1,8,0
A703319,1,0.9,0.816,6,3,60,1.568,14.14,2013,7410.5,39194.3,36439.3,1798,30,147,0,0,1,1,200,0,7.52,1,0,1,3,0
A703320,1,0.49,0.081,48,9,30,0.378,5.69,4287,9096.3,27888.6,28338.5,2397,7,111,1,0,1,1,1500,0,8.97,2,0,0,3,0
A703321,1,0.55,0.713,48,3,20,0.055,0.25,4307,3656.5,14149.6,13893.6,849,23,136,1,1,1,0,2000,0,8.43,1,0,0,31,0
A703322,1,0.31,0.159,24,3,50,1.186,1.28,2977,6806.4,36897.6,38897.5,1013,35,221,0,0,1,0,2000,0,0.29,1,0,1,31,0
A703323,1,0.29,0.084,48,120,30,2.585,2.32,3976,4420.0,16237.4,11505.5,1077,26,98,0,0,1,1,1000,0,12.29,2,0,1,22,0
A703324,1,0.48,0.857,96,-1,40,1.191,12.49,2685,3712.3,11505.0,14835.6,1973,4,253,0,0,1,0,2000,0,6.39,1,0,0,31,0
A703325,1,0.86,0.054,-1,-1,10,3.771,-1.0,5355,2923.1,12190.1,9998.9,965,21,64,1,0,0,0,200,0,3.58,1,0,0,14,0
A703326,1,0.34,0.02,96,120,60,0.61,13.08,531,4488.0,21436.1,26163.9,644,32,140,1,1,0,0,2000,0,2.5,1,0,1,14,0
A703327,1,0.81,0.957,-1,3,40,6.982,-1.0,3773,1985.6,9428.1,12933.4,1996,3,168,1,1,0,1,200,0,15.24,2,0,0,31,0
A703328,1,0.42,0.949,24,72,40,4.076,10.65,2473,8368.1,40542.6,40833.1,1020,3,265,1,1,1,0,200,0,7.17,1,0,1,14,0
A703329,1,0.23,0.893,-1,36,40,2.84,-1.0,2567,1327.6,4705.8,6165.4,1978,11,184,1,1,1,1,500,0,5.35,1,0,1,-1,0
A703330,1,0.47,0.621,96,36,40,1.568,11.57,1517,4473.8,21744.3,24382.0,2058,22,31,0,1,1,0,2000,0,9.85,1,0,0,8,0
A703331,1,0.5,0.438,-1,72,50,5.802,5.67,3037,0.0,0.0,0.0,1843,4,118,0,0,1,1,1500,0,3.65,3,0,0,8,0
A703332,1,0.76,0.327,96,36,70,0.989,5.11,1183,3128.2,11902.5,15069.9,1358,10,198,1,0,1,0,200,0,16.55,1,0,1,31,0
A703333,1,0.11,0.94,24,-1,70,2.821,9.8,322,8010.4,24326.7,24021.5,119,21,198,1,1,1,0,200,0,7.71,1,0,1,-1,0
A703334,1,0.76,0.331,-1,120,70,4.351,10.3,1309,13544.8,49818.4,69291.0,414,35,164,0,0,1,0,1500,0,9.03,1,0,1,31,0
A703335,1,0.37,0.266,24,-1,30,0.524,11.72,4677,5086.9,19404.1,16284.9,1450,5,128,0,0,1,1,500,0,3.57,1,0,0,31,0
A703336,1,0.31,0.252,96,120,50,4.813,2.45,1771,6210.9,22420.9,26440.3,724,17,117,1,1,1,0,2000,0,0.1,1,0,0,31,0
A703337,1,0.86,0.252,24,36,40,0.719,-1.0,4451,6479.7,29445.8,30765.3,448,37,153,0,0,1,0,1500,0,9.45,1,0,0,22,0
A703338,1,0.75,0.213,12,18,70,0.047,0.07,3906,5366.5,26222.3,20930.1,683,8,156,1,0,1,0,500,0,3.95,1,0,1,31,0
A703339,1,0.61,0.978,12,3,60,2.48,-1.0,4223,7454.8,35561.9,45922.8,716,2,92,0,1,1,1,1000,0,10.4,1,0,0,14,0
A703340,1,0.5,0.191,24,120,40,2.116,-1.0,3673,7929.5,27612.5,27901.2,1068,14,107,0,1,1,0,500,0,4.13,1,0,1,8,0
A703341,1,0.39,0.992,6,9,10,3.108,4.64,2425,6274.7,20925.5,16597.5,1717,0,109,0,1,1,0,500,0,4.79,1,0,1,8,0
A703342,1,0.04,0.612,24,18,40,0.439,17.19,337,6305.0,21677.0,29197.2,813,7,154,0,1,1,0,200,0,6.75,1,0,0,22,0
A703343,1,0.35,0.549,96,9,10,5.091,1.47,4679,4615.7,25028.1,22828.0,810,33,156,0,0,1,0,200,0,3.27,1,0,0,-1,0
A703344,1,0.59,0.673,12,3,40,11.287,18.49,93,3544.0,14818.2,16176.3,1384,20,169,1,1,1,1,1000,0,4.53,1,0,1,8,0
A703345,1,0.17,0.614,6,3,70,0.753,24.5,2016,1888.9,6922.4,6307.1,881,7,107,0,1,1,0,500,0,1.56,1,0,1,31,0
A703346,1,0.75,0.501,6,9,30,0.753,12.52,5132,0.0,0.0,0.0,1393,1,46,0,0,1,1,1500,0,8.95,1,0,0,8,0
A703347,1,0.87,0.309,6,72,20,1.403,5.92,1513,6943.5,36195.3,27013.5,682,20,117,0,0,1,0,500,0,7.93,1,0,0,3,0
A703348,1,0.26,0.91,48,120,40,0.088,19.86,3076,3738.5,12290.2,10319.7,2268,0,191,1,0,1,0,1000,0,4.24,1,0,0,-1,0
A703349,1,0.78,0.548,48,120,10,3.304,7.1,323,4294.4,17822.3,21649.8,373,22,124,1,0,1,0,200,0,5.26,1,0,1,8,0
A703350,1,0.58,0.381,-1,72,40,0.916,11.82,99,6028.6,22140.8,28098.0,837,5,226,0,0,1,0,200,0,4.76,1,0,1,8,0
A703351,1,0.4,0.933,12,18,50,1.338,8.03,3653,10367.6,36326.0,29040.9,292,21,180,1,0,1,0,500,0,8.16,1,0,0,-1,0
A703352,1,0.4,0.972,96,9,30,1.974,-1.0,1238,4666.3,16842.7,15260.7,2201,30,171,1,0,1,0,1500,0,8.58,1,0,1,3,0
A703353,1,0.61,0.846,24,72,20,1.321,33.4,1297,5400.6,16798.9,18073.4,451,39,118,0,1,1,0,500,0,4.19,5,0,0,22,0
A703354,1,0.99,0.137,-1,3,40,0.881,8.44,2051,7043.6,29149.7,29369.9,624,13,266,0,0,1,1,1500,0,2.27,3,0,1,-1,0
A703355,1,0.89,0.817,96,120,20,0.816,0.17,2354,0.0,0.0,0.0,172,22,209,1,0,1,0,200,0,3.69,9,0,1,22,0
A703356,1,0.99,0.421,6,3,20,12.82,30.55,128,6124.4,27889.6,23849.2,1892,21,221,1,0,1,0,500,0,0.14,1,0,0,3,0
A703357,1,0.67,0.008,96,36,20,0.583,15.13,1937,637.0,3251.7,2487.9,1120,1,269,0,1,1,0,1500,0,4.62,1,0,1,8,0
A703358,1,0.3,0.915,24,120,30,0.095,2.7,4439,3713.6,11948.0,10246.7,769,3,215,0,0,1,0,2000,0,8.27,1,0,0,22,0
A703359,1,0.42,0.192,96,18,70,3.508,33.09,1264,8073.6,42956.4,51451.7,554,18,107,1,1,1,0,1500,0,6.36,1,0,1,31,0
A703360,1,0.9,0.855,24,3,40,8.646,5.45,2506,5312.0,25293.0,22902.9,2048,37,90,1,1,1,0,200,0,3.95,1,0,0,8,0
A703361,1,0.38,0.897,24,9,30,0.389,1.96,2108,8150.0,33890.2,25428.9,1703,32,174,0,0,1,1,2000,0,10.26,1,0,0,31,0
A703362,1,0.78,0.261,12,36,30,2.655,22.16,733,0.0,0.0,0.0,1065,6,86,0,0,1,1,1000,0,7.55,2,0,1,31,0
A703363,1,0.57,0.421,6,-1,30,0.569,1.6,5328,3402.3,15132.4,15908.3,1559,32,223,1,1,1,0,2000,0,9.21,1,0,1,8,0
A703364,1,0.33,0.925,48,9,40,1.284,23.83,3790,5223.2,25010.8,24135.2,285,16,211,0,1,0,0,500,0,5.96,1,0,0,-1,0
A703365,1,0.45,0.607,96,72,70,2.072,7.29,3000,9277.6,50597.4,65247.7,896,19,230,1,1,1,1,2000,0,13.47,1,0,1,31,0
A703366,1,0.86,0.411,24,9,30,4.927,-1.0,2896,4596.8,22026.2,25243.9,952,35,133,1,0,1,0,200,0,7.08,1,0,0,14,0
A703367,1,0.47,0.003,-1,72,20,2.599,2.17,879,9326.5,28030.2,23936.1,1519,25,171,0,0,1,0,1500,1,4.07,1,0,1,3,0
A703368,1,0.72,0.697,24,18,20,1.648,23.71,4635,5716.1,19230.5,21550.3,1014,22,162,0,1,1,0,200,1,2.49,1,0,1,3,0
A703369,1,0.68,0.291,48,36,10,3.764,17.62,1979,1857.6,8865.4,7778.5,70,5,136,0,0,1,0,2000,0,6.69,1,2,1,22,0
A703370,1,0.45,0.777,12,3,20,3.677,14.09,4020,4196.4,17962.6,20318.6,666,40,135,0,1,1,0,200,0,2.79,1,0,1,22,0
A703371,1,0.42,0.804,24,-1,20,4.155,-1.0,4229,0.0,0.0,0.0,190,38,184,1,0,1,0,1500,0,10.97,1,0,1,31,0
A703372,1,0.47,0.624,24,3,40,5.31,9.36,2314,4244.9,22596.0,27539.7,1897,32,164,0,0,0,0,1500,0,5.64,2,0,1,31,0
A703373,1,0.59,0.968,24,3,40,0.555,-1.0,5252,5033.7,23531.0,23168.0,402,38,112,0,0,1,1,200,0,9.62,2,0,1,14,0
A703374,1,0.74,0.125,12,120,60,3.518,11.27,962,480.0,2198.1,2966.6,1074,15,85,0,0,1,0,1000,0,13.42,9,0,0,14,0
A703375,1,0.45,0.171,6,72,20,4.926,-0.96,4969,6338.9,28584.2,23249.3,845,19,99,0,1,1,0,2000,0,6.48,1,0,1,8,0
A703376,1,0.42,0.178,96,120,40,9.536,17.21,4550,10756.2,47631.6,47276.5,686,29,51,0,0,0,0,1000,0,5.82,1,1,1,8,0
A703377,1,0.53,0.586,6,3,40,0.422,5.37,3546,6427.9,27716.6,22818.5,1756,40,213,0,0,1,0,1000,1,4.02,1,0,1,31,0
A703378,1,0.01,0.905,48,9,30,2.872,15.06,1821,7372.8,27372.6,27263.0,2157,26,140,0,0,1,0,200,0,8.74,5,0,0,8,0
A703379,1,0.79,0.479,24,3,40,0.191,27.64,2198,1376.0,4982.5,6364.6,1393,29,164,1,1,1,0,200,0,9.45,1,0,1,-1,0
A703380,1,0.48,0.084,6,3,50,2.459,23.8,1016,6605.0,34777.8,31137.5,2343,9,207,1,0,1,1,500,1,6.11,3,0,1,14,1
A703381,1,0.67,0.679,48,72,40,4.637,10.45,3984,8071.7,31889.1,25436.9,1934,6,105,1,1,1,0,2000,0,9.93,1,0,1,22,0
A703382,1,0.64,0.437,12,3,40,0.101,11.9,3982,8037.8,32686.5,41588.5,1566,3,57,0,0,1,0,2000,0,4.67,1,0,0,-1,0
A703383,1,0.42,0.043,-1,3,60,5.724,20.2,1059,3851.4,20318.0,23566.8,1392,36,228,0,0,0,0,500,0,0.88,1,0,1,8,0
A703384,1,0.63,0.924,24,9,30,2.077,11.42,1141,3124.2,14823.6,18096.2,168,13,231,1,0,1,1,2000,0,11.78,1,1,1,22,0
A703385,1,0.4,0.65,96,36,10,5.668,4.5,1164,6173.3,21467.9,29382.0,1286,26,151,1,0,1,0,2000,0,8.33,1,0,1,31,0
A703386,1,0.88,0.063,12,3,20,1.062,-0.75,306,5095.6,24093.8,31876.4,542,5,121,0,0,1,1,2000,0,8.37,1,0,0,3,0
A703387,1,0.65,0.479,24,-1,50,2.92,0.57,2653,8397.7,31970.1,32683.3,693,5,188,0,0,1,0,2000,0,9.22,1,0,1,8,0
A703388,1,0.46,0.38,96,36,30,1.3,1.38,2124,962.9,5151.6,7091.7,2339,13,134,0,0,1,1,500,0,3.33,1,0,1,31,0
A703389,1,0.61,0.072,24,3,20,0.782,5.89,516,635.4,3031.5,3509.1,1756,38,109,0,0,1,1,1000,0,9.03,1,0,1,8,0
A703390,1,0.54,0.889,-1,36,20,12.249,0.77,4662,7317.1,26197.3,20239.4,1460,2,153,0,1,1,0,1000,0,5.6,1,0,1,31,0
A703391,1,0.72,0.113,-1,3,30,2.081,4.99,5328,1221.2,3677.9,3373.6,1289,1,0,1,1,1,0,1000,0,6.98,2,0,0,31,0
A703392,1,0.46,0.356,48,72,10,3.128,6.07,1230,3884.8,16164.4,13664.3,300,36,204,0,1,1,1,200,0,5.03,1,0,0,22,0
A703393,1,0.59,0.101,48,72,10,1.935,5.85,4015,4565.4,22948.9,28418.3,783,6,163,0,0,0,0,200,0,8.64,5,0,0,-1,0
A703394,1,0.61,0.214,24,9,30,8.111,-1.0,505,6877.5,24796.8,31973.9,1445,25,207,1,1,0,0,500,0,6.52,1,0,0,14,0
A703395,1,0.35,0.35,6,9,20,0.519,18.7,3524,7088.8,24218.8,25430.1,813,28,248,0,0,1,1,500,0,6.46,1,0,1,22,0
A703396,1,0.68,0.435,12,-1,40,0.681,2.81,1182,880.7,3167.3,2671.0,1308,4,233,0,0,1,0,200,0,3.34,1,0,1,8,0
A703397,1,0.51,0.512,24,9,70,7.108,-0.89,3846,9669.0,40255.6,51867.6,1781,2,93,0,1,1,0,1000,0,6.26,2,0,1,14,0
A703398,1,0.83,0.435,96,9,20,0.08,-1.0,4724,3954.4,17529.9,23489.4,2117,16,176,0,1,0,0,1000,0,12.13,1,0,1,8,0
A703399,1,0.79,0.805,96,36,30,0.247,9.61,956,280.1,1372.1,1088.8,1848,11,81,0,0,1,0,500,0,6.72,1,0,1,3,0
A703400,1,0.46,0.939,-1,120,50,1.477,31.87,4472,7929.9,33008.2,41820.9,523,28,288,0,1,1,0,2000,0,7.76,1,0,1,14,0
A703401,1,0.43,0.686,48,9,20,0.236,10.48,488,2305.7,8568.4,7415.0,1635,9,94,0,0,1,1,500,0,1.94,3,0,1,22,0
A703402,1,0.28,0.847,48,36,30,6.091,6.04,4310,2899.3,13868.5,16780.0,1599,18,73,0,0,1,0,2000,0,5.37,1,0,1,-1,0
A703403,1,0.65,0.371,96,18,30,0.278,10.11,4203,6152.5,20219.9,21076.7,1511,19,124,1,0,1,0,500,0,6.91,1,0,0,-1,0
A703404,1,0.54,0.351,96,36,20,9.176,13.47,2090,5758.8,19871.9,17380.0,699,38,259,1,1,0,0,2000,0,3.64,1,0,0,3,0
A703405,1,0.23,0.853,24,18,30,4.383,9.32,4745,7725.1,28324.4,37927.3,208,12,76,0,1,1,0,2000,0,2.27,1,0,1,8,0
A703406,1,0.84,0.693,24,-1,40,0.553,10.62,405,3342.4,17378.8,15576.1,1510,5,148,1,0,0,1,500,0,1.58,3,0,0,22,0
A703407,1,0.51,0.75,-1,9,20,0.442,-1.0,1308,6544.0,21346.4,16429.2,1738,20,135,1,0,1,0,200,0,9.52,1,0,1,-1,0
A703408,1,0.44,0.544,-1,120,40,0.465,5.57,1756,5004.5,24674.8,30974.5,860,27,144,0,0,1,0,500,0,8.15,1,0,0,-1,0
A703409,1,0.01,0.232,48,9,40,0.028,4.92,2334,1883.5,10129.8,11107.5,658,7,-87,1,0,1,1,1000,1,1.15,1,0,1,14,0
A703410,1,0.38,0.632,24,9,30,0.659,-1.0,363,5324.7,18154.4,14184.2,2124,22,93,1,0,1,0,500,0,6.03,1,0,0,14,0
A703411,1,0.54,0.186,24,120,30,0.058,30.64,459,7001.0,34674.2,37053.8,1768,12,66,0,0,0,0,1000,0,3.87,1,0,0,14,0
A703412,1,0.68,0.917,96,18,30,0.554,15.85,4725,4560.4,20586.5,16773.6,909,25,206,1,0,1,0,2000,0,5.46,1,0,0,-1,0
A703413,1,0.93,0.85,12,3,40,2.728,5.67,3371,2159.9,9706.1,12146.4,49,27,167,0,0,1,0,1500,0,8.89,1,0,1,22,0
A703414,1,0.41,0.754,24,120,60,0.551,0.16,1691,1971.0,6987.6,5777.6,1583,25,61,1,1,1,0,500,0,9.06,1,0,1,3,0
A703415,1,0.88,0.116,6,-1,30,0.317,16.82,149,7004.7,34118.6,32238.0,2003,8,146,1,0,1,0,2000,0,4.9,1,0,1,22,0
A703416,1,0.71,0.187,96,3,70,1.861,6.35,4612,6225.1,26181.1,23801.3,1678,22,164,1,0,1,0,500,1,9.53,1,0,1,-1,0
A703417,1,0.5,0.564,6,18,10,5.634,13.6,1842,7574.7,23047.0,17628.6,1405,4,214,0,1,1,1,1500,0,3.8,1,0,0,31,0
A703418,1,0.39,0.267,12,-1,30,1.849,5.84,2382,5380.1,21760.7,17637.2,1187,23,223,1,1,1,0,500,0,0.1,1,0,1,3,0
A703419,1,0.6,0.113,24,9,20,1.039,1.33,3823,0.0,0.0,0.0,2330,27,127,0,0,1,1,2000,0,7.22,1,0,1,8,0
A703420,1,0.17,0.137,48,120,20,0.753,21.05,5284,5759.2,30525.9,33491.0,2226,27,150,0,1,0,0,1000,0,6.96,2,0,1,8,0
A703421,1,0.46,0.849,-1,120,20,2.929,-1.0,716,4674.7,16484.8,19554.2,46,27,89,1,0,1,0,200,0,6.94,1,0,1,8,0
A703422,1,0.75,0.129,24,9,40,5.425,31.18,2174,7261.2,34528.1,39489.8,2306,10,151,0,0,1,0,2000,0,10.12,3,0,0,-1,0
A703423,1,0.54,0.872,-1,18,50,5.613,3.91,1452,2812.8,15115.1,13188.0,1556,0,71,0,1,1,0,500,0,10.97,2,0,1,22,0
A703424,1,0.57,0.709,96,36,10,6.435,15.8,199,6747.4,29300.6,28025.4,1557,6,166,1,0,1,0,500,0,3.29,1,0,1,3,0
A703425,1,0.49,0.953,-1,120,30,3.473,27.24,4959,11028.7,53577.4,54316.0,1596,14,145,0,0,1,0,1500,0,8.39,1,0,1,3,0
A703426,1,0.72,0.242,12,9,10,0.148,17.65,1765,258.4,1103.3,907.7,570,13,189,1,1,1,0,500,0,3.0,3,0,1,3,0
A703427,1,0.33,0.3,48,18,70,5.265,11.65,2791,2549.9,11825.7,9951.6,853,28,121,0,0,1,1,1500,0,11.48,1,0,1,8,0
A703428,1,0.69,0.766,-1,3,50,1.527,14.24,3025,3418.6,18756.5,22189.5,838,34,171,0,1,1,0,200,0,7.35,1,0,1,3,0
A703429,1,0.56,0.282,48,18,40,0.592,15.7,779,5991.6,22229.2,16698.4,2185,24,117,0,0,1,1,1500,0,5.98,2,0,1,31,0
A703430,1,0.53,0.513,12,36,30,10.455,-1.0,5304,3310.4,14888.9,10455.9,803,34,128,1,1,1,0,2000,0,3.48,1,0,1,8,0
A703431,1,0.51,0.597,96,3,30,0.999,9.03,1059,10169.0,54553.4,47070.8,1572,31,250,1,0,1,0,1500,0,6.49,1,0,0,8,0
A703432,1,0.63,0.927,96,18,30,6.53,-1.0,70,8336.9,37169.2,39235.2,701,14,199,1,1,1,0,1000,0,9.99,1,0,0,31,0
A703433,1,0.94,0.852,48,18,40,0.017,-0.07,1462,4466.1,18419.2,21292.6,1249,14,251,1,1,1,0,200,0,5.6,1,0,0,-1,0
A703434,1,0.59,0.556,96,3,30,1.025,5.48,5340,1438.0,5471.7,6720.6,2300,9,113,0,0,1,0,2000,0,1.69,1,0,0,22,0
A703435,1,0.42,0.637,-1,18,40,1.239,-1.0,2321,794.1,4204.5,4985.2,2184,28,129,0,0,1,0,1500,0,2.04,1,0,1,31,0
A703436,1,0.33,0.881,6,-1,40,1.299,1.92,631,1177.5,5985.8,5121.7,1501,36,232,0,1,1,0,2000,1,5.63,5,0,1,-1,0
A703437,1,0.66,0.267,-1,120,40,1.758,3.64,4110,4661.3,23884.4,29674.2,2142,21,193,1,0,1,0,500,1,1.27,1,0,1,14,0
A703438,1,0.55,0.155,96,72,70,3.699,11.9,453,3.5,17.8,21.7,1914,40,201,1,1,1,0,200,0,3.12,1,0,0,3,0
A703439,1,0.4,0.785,96,36,70,0.725,-1.0,1824,2089.7,10403.9,12738.4,658,38,152,0,1,1,0,200,0,7.34,1,2,1,31,0
A703440,1,0.79,0.309,96,36,50,1.215,16.27,5033,2219.3,9859.0,6962.2,827,20,122,1,0,1,0,200,0,11.91,3,0,1,-1,0
A703441,1,0.36,0.871,48,9,50,5.85,3.59,2391,639.9,3143.2,2925.4,401,0,164,1,1,1,0,1000,0,6.97,1,0,1,22,0
A703442,1,0.39,0.225,24,120,50,13.814,-1.0,2150,5113.0,23162.2,22605.8,2070,30,66,1,1,1,0,200,0,8.7,3,0,0,-1,0
A703443,1,0.64,0.508,12,120,70,1.116,6.44,781,1270.2,3877.9,3375.9,956,31,184,0,0,1,0,500,0,6.44,1,0,1,31,0
A703444,1,0.51,0.645,12,36,40,2.504,-0.75,861,0.0,0.0,0.0,1594,4,127,0,0,1,0,1500,0,2.39,1,0,0,31,0
A703445,1,0.62,0.743,48,3,30,0.911,-1.0,3519,3219.5,14300.7,16584.8,1057,38,147,1,0,1,0,2000,0,4.37,1,0,1,3,0
A703446,1,0.36,0.112,-1,18,60,15.764,17.58,3485,3093.7,14736.5,20625.9,1162,14,54,0,1,1,0,200,0,4.45,1,0,1,14,0
A703447,1,0.79,0.291,-1,18,50,1.078,13.01,628,6789.0,26713.2,27188.1,83,7,170,1,0,1,1,1000,0,8.37,3,0,0,3,0
A703448,1,0.36,0.214,6,18,10,0.99,23.44,1297,11755.5,48184.1,63873.8,2209,20,111,0,1,0,0,2000,0,7.19,1,0,1,31,0
A703449,1,0.44,0.728,12,18,30,5.369,5.54,1078,7802.8,38282.2,42304.5,234,5,140,1,1,1,1,500,0,3.13,1,0,1,22,0
A703450,1,0.3,0.856,96,9,60,0.28,26.47,671,957.6,3193.5,3254.1,1019,37,217,1,0,1,1,1000,0,4.2,1,0,1,8,0
A703451,1,0.54,0.313,6,18,70,0.983,-1.0,3189,4342.2,22924.5,17852.0,916,22,198,1,0,1,0,1000,1,1.25,1,0,1,3,0
A703452,1,0.43,0.508,6,120,40,2.286,-0.14,4050,3916.8,17643.3,22664.5,123,18,197,0,1,1,0,2000,0,3.04,1,0,0,-1,0
A703453,1,0.23,0.728,48,3,30,0.547,20.33,1642,7325.2,35350.0,33967.1,2171,19,125,0,0,1,0,2000,0,6.9,1,0,0,3,0
A703454,1,0.31,0.698,-1,72,50,1.963,0.9,2865,2437.8,12466.8,13342.2,1304,3,59,1,1,1,0,1000,0,2.3,1,0,1,3,0
A703455,1,0.86,0.606,12,36,70,1.465,-1.0,3028,6238.5,26947.8,26630.3,342,35,-32,1,1,1,0,1000,0,1.06,1,0,0,22,0
A703456,1,0.6,0.166,12,9,30,2.641,24.94,4858,4365.0,21288.1,24467.0,418,8,71,1,1,1,0,1500,0,0.1,3,0,0,14,0
A703457,1,0.42,0.814,12,-1,30,3.075,10.9,161,1168.9,4818.6,6700.2,839,29,198,1,1,1,0,200,0,8.73,5,0,1,3,0
A703458,1,0.32,0.45,12,3,30,2.415,3.68,3708,2611.6,14091.7,16130.3,2100,0,76,1,0,1,0,2000,0,6.07,1,0,0,3,0
A703459,1,0.19,0.336,48,-1,20,0.536,-1.0,472,650.9,3372.0,4358.2,1130,18,139,0,1,1,1,200,0,0.1,1,0,1,8,0
A703460,1,0.48,0.739,6,36,30,0.081,12.67,4417,5734.9,17392.5,21747.0,1093,13,124,1,0,1,0,200,0,6.6,1,0,0,-1,0
A703461,1,0.18,0.25,48,3,60,0.502,6.32,517,6327.9,19649.9,16279.4,2273,15,55,1,1,1,0,2000,1,7.35,1,0,1,22,0
A703462,1,0.33,0.34,96,9,10,0.532,-1.0,3813,3150.7,14408.0,18027.8,1287,11,275,1,0,1,0,1500,0,3.24,2,0,0,14,0
A703463,1,0.43,0.123,24,120,30,0.191,-1.0,2888,5033.6,25892.1,28934.6,1376,4,89,1,0,1,0,500,0,10.35,1,0,0,3,0
A703464,1,0.58,0.94,24,18,30,0.367,13.05,127,2417.9,9593.5,8178.5,670,20,187,1,0,1,0,1000,0,3.17,1,0,1,31,0
A703465,1,0.87,0.949,6,120,30,4.221,4.98,4958,7134.5,33463.6,23520.7,2378,12,123,1,0,1,0,500,0,1.82,1,0,1,22,0
A703466,1,0.42,0.005,-1,120,40,0.233,-1.0,1857,8503.4,38889.1,47611.3,750,31,97,0,1,1,0,500,0,2.84,1,0,1,8,0
A703467,1,0.55,0.49,12,120,30,10.244,-1.0,241,4463.6,19207.3,26363.8,1850,12,114,1,0,0,1,500,0,6.28,1,0,1,14,0
A703468,1,0.01,0.124,96,-1,30,0.222,20.58,4094,6917.0,30188.5,36933.4,1955,21,69,1,0,0,0,1000,0,3.34,1,0,0,3,0
